Chapter,Title,Question,Answer
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,ထမ်းဆောင်ခဲ့သောတာဝန်များအကြောင်း ရှင်းပြပါ။,၁၉၄၁ ခုနှစ်၊ ဗန်းမော်မြို့ မြူနီစီပယ်ကျောင်း၌ အလယ်တန်းပြဆရာ၊ စိန်လုံမြို့အထက်တန်းကျောင်း၌ အထက်တန်းပြဆရာ၊ ဗန်းမော်ရိုင် မြေပြန့်နယ်ပညာအုပ်အဖြစ် တာဝန်ထမ်းဆောင်ခဲ့သည်။
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,အမျိုးသားစာပေဆုရရှိခဲ့တဲ့ စာအုပ်အမည်ကို ဖော်ပြပါ။,အရုဏ်ဦးကလေးကဗျာများ စာအုပ်သည် အနုပညာဆိုင်ရာ အမျိုးသားစာပေဆု (ကလေးလူငယ်ဆိုင်ရာစာပေ ပထမဆု)ရရှိခဲ့သည်။
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,လေးလုံးစပ်လင်္ကာဟူသည် အဘယ်နည်း။,လေးလုံးစပ်လင်္ကာတွင် တစ်ပဒလျှင် စကားလုံး ၄ လုံးရှိပြီး တစ်ပဒနှင့် တစ်ဖကာရန် ချိတ်ဆက်ဖွဲ့ဆိုရကြောင်း။
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,လေးလုံးစပ်ကဗျာရဲ့ သဘောသဘာဝကို လက်ဖက်ရည်ကြမ်းဝိုင်းကဗျာထဲက နှစ်သက်ရာကဗျာတစ်ပိုဒ်နဲ့ သာဓကပြပါ။,""လက်ဖက်ရည်ကြမ်း၊ တစ်လင်ပန်းဖြင့်
စိတ်ဝမ်းလက်ညီ၊ ရွာသစ်တည်ကာ
ကျီသစ်ပုံသွင်း၊ အားနှင့်ရင်း၍
ဖန်ဆင်းခဲ့ကြဖူးလေပြီ”
၄၊ ၃၊ ၂ ကာရန်၊ ၄၊ ၃၊ ၁ ကာရန်တို့ကို အသုံးပြုဖွဲ့စပ်ထားသည်။
"
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,လက်ဖက်ရည်ကြမ်းဝိုင်းကဗျာ၏ ရည်ရွယ်ချက်ကို ဖော်ပြပါ။,မြန်မာတို့၏ချစ်ခင်နှစ်သက်ဖွယ်ကောင်းသော ဓလေ့စရိုက် သဘာဝကို သိမြင်ခံစားတတ်စေရန်။
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,"စိတ်ဝမ်းလက်ညီ” ဝေါဟာရအဓိပ္ပာယ်ကို ရှင်းပြပါ။,စိတ်တူကိုယ်တူ ညီညွတ်ကြခြင်း
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,လက်ဖက်ရည်ကြမ်းဝိုင်းကဗျာက ဘယ်ဒေသကို နောက်ခံပြုရေးဖွဲ့ထားသလဲ။,အညာဒေသကို နောက်ခံပြုထားသည်။
3.7,လက်ဖက်ရည်ကြမ်းဝိုင်း,လက်ဖက်ရည်ကြမ်းဝိုင်းကဗျာထဲက သရုပ်ဖော်အဖွဲ့တစ်ခုကို ထုတ်ပြပါ။,""အုန်းထန်းပေလက်၊ တမာရွက်တို့
ရွှေစက်ရွှေပြောက်၊ ရွှေရည်သောက်၏”
(ကျေးရွာ၏ လသာသောည သစ်ပင်ပန်းမန်တို့၏အလှ သရုပ်ဖော်အဖွဲ့)
"
3.8,ပဒေသာလက်ရာ,ပညာဆည်းပူးခဲ့ပုံကို ရှင်းပြပါ။,တက္ကသိုလ်ဝင်တန်းကို တောင်သာမြို့နယ်၊ တလိုင်းရပ် ရွာသစ်ကျောင်းမှ အောင်မြင်ခဲ့သည်။ ၁၉၆ဝ ပြည့်နှစ်တွင် မန္တလေးတက္ကသိုလ်၌ မြန်မာစာဝိဇ္ဇာဂုဏ်ထူးဘွဲ့ ရရှိခဲ့သည်။ ရန်ကုန်ဝိဇ္ဇာသိပ္ပံတက္ကသိုလ်မှ မဟာဝိဇ္ဇာဘွဲ့ကို ရရှိခဲ့သည်။
3.8,ပဒေသာလက်ရာ,စာပေလောကသို့ ဝင်ရောက်လာပုံကို ရှင်းပြပါ။,၁၉၆ဝ ပြည့်နှစ် တက္ကသိုလ်နှစ်လည်မဂ္ဂဇင်းတွင် "ဘာလဲ ဟဲ့လောကဓံ”ဝတ္ထုတိုကို စတင်ပုံနှိပ် ဖော်ပြခြင်း ခံရသည်။ အထွေထွေဆောင်းပါးနှင့် စာတမ်းများ ၂ဝဝ ခန့်၊ ဝတ္ထုတို ၄ဝ ခန့်၊ မဂ္ဂဇင်းကဗျာ ၃ဝဝ ကျော်၊ လုံးချင်း ၁၅ အုပ်ကို ရေးသားခဲ့သည်။
3.8,ပဒေသာလက်ရာ,ကလောင်အမည်အမျိုးမျိုးကို ဖော်ပြပါ။,အောင်နိုင် (တက္ကသိုလ်)၊ တက္ကသိုလ်တောသား၊ ဦးအောင်သောင်း
3.8,ပဒေသာလက်ရာ,ထမ်းဆောင်ခဲ့သော တာဝန်များ ဖော်ပြပါ။,တက္ကသိုလ် မြန်မာစာနည်းပြမှ ပါမောက္ခအထိ။ မြန်မာစာအဖွဲ့တွင် အချိန်ပြည့်အဖွဲ့ဝင်
3.8,ပဒေသာလက်ရာ,ပဒေသာလက်ရာကဗျာတွင်,"""ယမနေသာ၊ ထင်းဖြတ်သား
ဉာဏ်သွားသူက၊ ဈာန်များဝင်ခါ""
သံပေါက်တွင် ၄၊ ၃၊ ၅/၇ နေရာတွင် ဆန်းသစ်ပြီး ကဗျာဖွဲ့ထားသဖြင့် သံပေါက်ဆန်းကဗျာအဖွဲ့တစ်မျိုးဖြစ်သည်။"
3.8,ပဒေသာလက်ရာ,ပဒေသာလက်ရာကဗျာ၏ ရည်ရွယ်ချက်ကို ဖော်ပြပါ။,မြန်မာ့သုခုမ အနုပညာဖြစ်သော ရုပ်သေးရုပ်ပြုလုပ်ပုံ၊ ရုပ်သေးသဘင်ပညာကို တန်ဖိုးထားထိန်းသိမ်း စောင့်ရှောက်သင့်ကြောင်း
3.8,ပဒေသာလက်ရာ,သစ်သားပန်းပုထုတဲ့အခါ ဘယ်လိုသစ်သားမျိုးကို အသုံးများကြသလဲ။,ယမနေသား
3.8,ပဒေသာလက်ရာ,"ပဒေသာလက်ရာ”ကဗျာထဲမှာပါတဲ့ ""မြန်မာ့လက်ရာ”စကားကို ရှင်းပြပါ။,မြန်မာတို့ ဖန်တီးပြုလုပ်ထားသော လက်မှုစွမ်းရည်
4.3,ရေသည်ပြဇာတ်,ဦးပုည၏ ဇာတိ၊ မျိုးရိုး၊ အမည်ကို ဖော်ပြပါ။,စလေဇာတိ၊ စလေမြို့  မြို့စားရွာစားမျိုး၊ မောင်ပုတ်စည်
4.3,ရေသည်ပြဇာတ်,မောင်ပုတ်စည်ဟု ဘာကြောင့် အမည်တွင်ခဲ့သလဲ။,"သာယာဝတီမင်းတရားကြီး၏ အိမ်တော်ရှိ စည်တော်ရုံမှ စည်ကြီးများကို ပုတ်ခတ်ကစားသည်ကိုရည်၍ သာယာဝတီမင်းက "မောင်ပုတ်စည်""တွင်စေဟု အမည်ပေးတော်မူလိုက်သည်။"
4.3,ရေသည်ပြဇာတ်,ရဟန်းဝတ်လိုက် လူဝတ်လဲလိုက်နှင့် ဘာကြောင့်နေခဲ့ရလဲ။,"၆ နှစ်သားအရွယ်မှ ရှင်သာမဏေဝတ်ပြီး ဗန်းမော်ဆရာတော်ထံ ရှင်ပုညဘွဲ့ ခံယူရရှိသည်။ ဗန်းမော်တိုက်၌ ရဟန်းပြုပြီး မြို့အုပ်မင်းနှင့် မသင့်မတင့်ဖြစ်၍ လူထွက်လိုက်ရခြင်း၊ ရန်ကုန်မြို့သို့ရောက်စဉ် တောရအရပ်၌ ခဏမျှနေထိုင်ကာ သာမဏေပြုပြန်သည်။ မင်းတုန်းမင်းနှင့် ကနောင်မင်းတို့အိမ်တော်၌ ခစားထမ်းရွက်ခွင့်ရ၍ လူထွက်ပြန်သည်။ မင်းတုန်းမင်းနှင့် ကနောင်မင်းတို့က နောင်တော်ပုဂံမင်းအား လုပ်ကြံအောင်တော်မူသဖြင့်
မင်းတုန်းမင်း နန်းတက်တော်မူစဉ် ဦးပုညသည် ဗန်းမော်တိုက်၌ သာမဏေပြုပြန်ကာပုန်းအောင်းနေရသည်။ ထို့နောက် လူထွက်ကာ ကနောင်မင်းထံ ခစားပြန်သည်။ စာပေထူးချွန်သော်လည်း လောကဓံအလှည့်အပြောင်း အမျိုးမျိုးကြောင့် ရဟန်းဝတ်လိုက် လူဝတ်လဲလိုက်နှင့် နေခဲ့ရခြင်းဖြစ်သည်။
"
4.3,ရေသည်ပြဇာတ်,"သာယာဝတီမင်းလက်ထက်ကစ၍ မင်းတုန်းမင်းလက်ထက်အထိ ဘယ်သူတွေနဲ့ နီးနီးကပ်ကပ်
ဆက်ဆံခဲ့ရသလဲ။",သာယာဝတီမင်း၊ ပုဂံမင်း၊ မင်းတုန်းမင်း၊ ကနောင်မင်း
4.3,ရေသည်ပြဇာတ်,ဦးပုညရေးတဲ့ပြဇာတ်တွေရဲ့ ရည်ရွယ်ချက်တွေဟာ ရိုးရာဓလေ့တွေနဲ့ ဘာကြောင့် ပတ်သက်နေတာလဲ။,နန်းတွင်းရေးရာနဲ့ပတ်သက်၍ အသိအမြင်ပေးလို၍လည်းကောင်း၊ လူ့သဘော လူ့သဘာဝနှင့်ပတ်သက်၍လည်းကောင်း သင်ခန်းစာပေးလိုခြင်းကြောင့် ဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ဦးပုည၏ ဘဝနိဂုံးက ဘယ်လိုအဆုံးသတ်ခဲ့ရသလဲ။ ဘာကြောင့်လဲ။,"မင်းတုန်းမင်း၏သားတော် မြင်ကွန်း၊ မြင်းခုံတိုင်မင်းသားတို့ ကနောင်မင်းအား ပုန်ကန်မှုတွင်
ဦးပုညက အခါတော်ပေးသည်ဟု မြို့ဝန်ဦးသာအိုးက စွပ်စွဲပြီး အဆုံးစီရင်လိုက်သည်။"
4.3,ရေသည်ပြဇာတ်,ဦးပုညရဲ့ပြဇာတ်တွေဟာ ဖတ်ဖို့၊ ကပြအသုံးတော်ခံဖို့ ရေးဖွဲ့ခဲ့တာအပြင် ဘယ်လိုရည်ရွယ်ချက်တွေပါနေသလဲ။,နန်းတွင်းရေးရာနဲ့ပတ်သက်ပြီး တစ်စုံတစ်ခုသော အသိအမြင်၊ လူ့သဘော၊ လူ့သဘာဝနှင့်ပတ်သက်သော သင်ခန်းစာပေးလိုသော ရည်ရွယ်ချက်ပါရှိနေပါသည်။
4.3,ရေသည်ပြဇာတ်,ဦးပုညက ရေသည်ပြဇာတ်ကို ဘာကြောင့် ရေးခဲ့တာလဲ။,မင်းတုန်းမင်းတရားကြီးနှင့် ညီနော်အိမ်ရှေ့ကနောင်မင်းတို့ စိတ်မကြည်ရှိကြရာမှ ပြန်လည်သင့်မြတ်လာကြသောအခါ အိမ်ရှေ့မင်းတောင်းပန်ဝန်ချခန်းပါသော ရေသည်ပြဇာတ်ကို ဦးပုညအား ရေးသားဆက်သွင်းစေသောကြောင့် ရေးခဲ့ခြင်းဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်ဟာ ရည်ရွယ်ချက်ပေါက်မြောက်အောင်မြင်ပါသလား။,ရည်ရွယ်ချက် ပေါက်မြောက်အောင်မြင်သည်။
4.3,ရေသည်ပြဇာတ်,ဘာကြောင့် ရည်ရွယ်ချက်အောင်မြင်တယ်လို့ ဆိုနိုင်သလဲ။,ရေသည်ပြဇာတ်ကို မင်းတုန်းမင်းကြီး ဖတ်ရှုရသောအခါ ညီတော်ကနောင်မင်းကို ပိုမိုချစ်ကြည်လာသည်။ ဤပြဇာတ်ကို အထူးနှစ်သက်တော်မူ၍ ရှေ့တော်၌ အခါအခါ အထပ်ထပ် ဖတ်လျှောက်ကပြရသည်ဟု ဆိုသည်။
4.3,ရေသည်ပြဇာတ်,ပြဇာတ်သဘော သဘာဝတွေက ဘာတွေလဲ။,ပြဇာတ်ဟူသည် ကပြရန် ဇာတ်လမ်းတစ်ခုကို ဇာတ်ဆောင်အချင်းချင်း အပြန်အလှန် စကားပြောခန်းများဖြင့် ရေးဖွဲ့သော ရသစာပေအဖွဲ့တစ်မျိုး ဖြစ်သည်။ ရေးဖွဲ့ရာတွင် လင်္ကာဖြင့်လည်းကောင်း၊ စကားပြေဖြင့်လည်းကောင်း ရေးဖွဲ့လေ့ရှိသည်။
4.3,ရေသည်ပြဇာတ်,ဇာတ်လမ်းဆိုတာ ဘာလဲ။,ဘုရားဟောဇာတ်နိပါတ်များမှ အများအားဖြင့် ဇာတ်လမ်းယူ၍ လင်္ကာသွားဖြင့် ရေးဖွဲ့လေ့ရှိသည်။ ဇာတ်ဆောင်တို့၏ အပြန်အလှန်ပြောစကား၊ တစ်ကိုယ်တည်းပြောစကားတို့ဖြင့် ဇာတ်လမ်းဆင် ရေးဖွဲ့လေ့ရှိသည်။
4.3,ရေသည်ပြဇာတ်,ဇာတ်ဆောင်ဆိုတာ ဘာလဲ။,ဇာတ်လမ်းပေါ်လွင်အောင် ပြောဆိုပြုမူလှုပ်ရှားရသူ ဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ကာလဒေသနောက်ခံဆိုတာ ဘာလဲ။,ဇာတ်လမ်းပေါ်လွင်အောင် ပြောဆိုပြုမူလှုပ်ရှားရသည့် ဇာတ်ဆောင်တို့၏ ပြောဆိုပြုမူလှုပ်ရှားရာ အချိန်ကာလနှင့် နေရာဒေသတို့ ဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,အာလုပ်စကားဆိုတာ ဘာလဲ။,ဇာတ်ဆောင်တစ်ဦးက မိမိပြောလိုသော အကြောင်းကိစ္စမပြောခင် ပြောသူက နာသူကို ရည်ညွှန်းခေါ်ဝေါ်လိုက်သည့် စကားဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ဆိုင်းဆင့်ပတ်တိုက်စကားဆိုတာ ဘာလဲ။,ဇာတ်ခန်းတစ်ခန်းနှင့်တစ်ခန့် အကူးအပြောင်း၌ ဆိုင်းတီးပေးရန် ပတ်တိုက်ပေးရန် ဆိုင်းဆရာအား ဆင့်ဆိုသောစကား ဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်၏ ခေတ်ထင်ဟပ်ချက်ကို ဖော်ပြပါ။,ရေသည်ပြဇာတ်တွင် ဗာရာဏသီပြည် အခင်းအကျင်းကို ဖွဲ့ဆိုထားခြင်း မဟုတ်ဘဲ ဦးပုညမြင်တွေ့နေရသော မန္တလေးနေပြည်တော်၏ နောက်ခံတွေကို ထင်ဟပ်ပြနေသည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ် ပထမအခန်းမှာပါတဲ့ ဇာတ်ကွက်တွေက ဘာတွေလဲ။,ဗာရာဏသီပြည့်ရှင်မင်းကြီး၏သားတော် ဥဒယကုမ္မာမင်းသား တက္ကသိုလ်ပြည်သို့ ပညာသင်သွားခန်း၊တက္ကသိုလ်ပြည်မှ အပြန်လမ်းစခန်း၌ နားနေသောအခန်းနှင့် ဗာရာဏသီမြို့ မြောက်မျက်နှာက ရေသည်ယောက်ျား စကားဆိုခန်း
4.3,ရေသည်ပြဇာတ်,ဒုတိယအခန်းက ဇာတ်ကွက်က ဘာလဲ။,ဗာရာဏသီမြို့ တောင်မျက်နှာက ရေသည်မိန်းမ စကားဆိုခန်း
4.3,ရေသည်ပြဇာတ်,တတိယအခန်းဇာတ်ကွက်က ဘာလဲ။,တက္ကသိုလ်ပြည်က ပြန်လာသောမင်းသား နေပြည်တော်သို့ရောက်၍ ခမည်းတော်လွန်သောကြောင့် မှူးမတ်တို့က နန်းတင်ရာ နန်းသိမ်းပွဲခံသောအခန်း
4.3,ရေသည်ပြဇာတ်,စတုတ္ထအခန်းက ဇာတ်ကွက်က ဘာလဲ။,ရေသည်ယောက်ျားနှင့် ရေသည်မိန်းမ တွေ့ဆုံခန်း
4.3,ရေသည်ပြဇာတ်,ပဉ္စမခန်းက ဇာတ်ကွက်က ဘာလဲ။,ရေသည်ယောက်ျားနှင့် ဥဒယမင်းကြီး တွေ့ဆုံပြီး ရေသည်ယောက်ျားအား ထီးနန်းတစ်ဝက်ပေး၍ အိမ်ရှေ့မင်းအဖြစ် ချီးမြှောက်ခန်း။ ဥယျာဉ်တော်တွင် အိမ်ရှေ့မင်းက ဥဒယမင်းကြီး အိပ်ပျော်နေစဉ် လုပ်ကြံရန် ကြံစည်ခန်း၊ အိမ်ရှေ့မင်းက ဥဒယမင်းကြီးအား တောင်းပန်ခန်း၊ အိမ်ရှေ့မင်းနှင့် အိမ်ရှေ့မိဖုရားတို့ တောထွက်ခန်း
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ် ဇာတ်အဖွင့် ဇာတ်ညွှန်းစကားက ဘာလဲ။,ဗာရာဏသီပြည့်ရှင်မင်းကြီး၏သားတော် ဥဒယကုမ္မာမင်းသား တက္ကသိုလ်ပြည်သို့ ပညာသင်သွားစေ။ တက္ကသိုလ်ပြည်ကအပြန် လမ်းစခန်း၌ နားနေစေ
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်မှာ ဘယ်လိုဇာတ်ပျိုးထားသလဲ။,ရေသည်ယောက်ျားနှင့် ရေသည်မိန်းမ တစ်ကိုယ်တည်း စကားပြောခန်းတို့ဖြင့် ဇာတ်ပျိုးထားသည်။
4.3,ရေသည်ပြဇာတ်,ဇာတ်ပျိုးပိုင်းတွင် ဇာတ်ကွက်ဘယ်နှစ်ကွက် ဖန်တီးထားသလဲ။,ဇာတ်ကွက်နှစ်ကွက် ဖန်တီးထားသည်။
4.3,ရေသည်ပြဇာတ်,နောက်ဆက်လာမယ့်ဇာတ်လမ်းဇာတ်ကွက်ကို ဘယ်လိုကြိုတင်အရိပ်နိမိတ်ပြထားသလဲ။,ရေသည်ယောကျာ်း တစ်ကိုယ်တည်းပြောစကားဖြင့်လည်းကောင်း၊ ရေသည်မိန်းမ တစ်ကိုယ်တည်း ပြောစကားဖြင့်လည်းကောင်း နောက်လာမည်ဇာတ်လမ်းဇာတ်ကွက်အတွက် ကြိုတင်အရိပ်နိမိတ်ပြထားသည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောက်ျားဘဝအခြေအနေ တိုးတက်လာမည်ကို အရိပ်ပြစကားက ဘာလဲ။,""ကံဆိုင်လို့တကယ်၊ ချက်ကောင်းကိုတွယ်မိလျှင်၊ ရေသည်မောင်မောင်၊ လူနေလှလို့၊ ရွှေချသလို ပြောင်လိမ့်မယ် ''
"
4.3,ရေသည်ပြဇာတ်,ဇာတ်နှိုးပိုင်းတွင် ဇာတ်ကွက်ဘယ်နှစ်ကွက် ပါသလဲ။ ဘာတွေလဲ။,ဇာတ်ကွက်နှစ်ကွက်ပါသည်။ တက္ကသိုလ်ပြည်က ပြန်လာသော မင်းသား နေပြည်တော်သို့ရောက်၍ ခမည်းတော်လွန်သောကြောင့် မှူးမတ်တို့က နန်းတင်ရာ နန်းသိမ်းပွဲခံသောအခန်းနှင့် ရေသည်ယောက်ျားနှင့် ရေသည်မိန်းမတို့ တွေ့ဆုံခန်း
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ် ဇာတ်ထွတ်ပိုင်း ဇာတ်ကွက်က ဘာတွေလဲ။,ရေသည်ယောက်ျားနှင့် ဥဒယမင်းကြီး တွေ့ဆုံခန်း၊ ရေသည်ယောက်ျားအား ထီးနန်းတစ်ဝက်ပေး၍ အိမ်ရှေ့မင်းအဖြစ် ချီးမြှောက်ခန်း၊ ဥယျာဉ်တော်တွင် ဥဒယမင်းကြီး အိပ်ပျော်စဉ် အိမ်ရှေ့မင်းလုပ်ကြံရန် ကြံစည်ခန်း
4.3,ရေသည်ပြဇာတ်,ဇာတ်ထွတ်ပိုင်းမှာ အားပြိုင်မှုဘယ်နှစ်ခါ ဖန်တီးထားလဲ။ ဘယ်လိုအားပြိုင်မှုတွေလဲ။,"ငွေလေးရွေးကို သွားမယူရန် တားမြစ်ကာ ငွေအဆင့်ဆင့်တိုးပေးပုံ၊ အိမ်ရှေ့မင်းအထိ တိုးပေးပုံ (ရှစ်ရွေး၊ တစ်သောင်း၊ တစ်ကုဋေ၊ အိမ်ရှေ့မင်း ...... ၄ ခါ)
ဥယျာဉ်တော်အတွင်း ဥဒယမင်းကြီးအား အိမ်ရှေ့မင်းကသတ်ရန် ကြံစည်လိုက် ပယ်ဖျက်လိုက် (ပထမအကြိမ်၊ ဒုတိယအကြိမ်၊ တတိယအကြိမ် ၃ ခါ)
ဇာတ်ထွတ်ပိုင်းမှာ အားပြိုင်မှု ၇ ခါ ဖန်တီးထားပါသည်။"
4.3,ရေသည်ပြဇာတ်,မကောင်းတဲ့လောဘစိတ်ကို ပြတဲ့စကားက ဘယ်လိုစကားမျိုးလဲ။,"- လည်တိုင်ကိုဆတ်ဆတ်၊ သန်လျက်နှင့်ဖြတ်ရလျှင်၊ ပတ်တိတ်လို့ပိန်း၊ တစ်ဖက်ရန်ငြိမ်းရောပ
- တစ်ပါးတည်းပိုင်ဆိုင်၊ ဧကရာဇ်မင်းခမ်းနှင့် ရွှေနန်းကိုထိုင်ရအောင် ချိုင်လိုက်တော့မည်လေဟယ်
- တိကနဲဖြတ်၊ ဦးခင်အောင်သတ်လိုက်မှ တစ်ဇာတ်ပြောင်း၍ သူကောင်းဖြစ်တော့မည်လေဟယ်"
4.3,ရေသည်ပြဇာတ်,ကျေးဇူးရှင်ကို မပြစ်မှားသင့်ကြောင်း ကောင်းတဲ့စကားက ဘယ်လိုစကားမျိုးလဲ။,"- ခင်ပွန်းဖျက်လို့၊ ဝက်စားကျင်းကော်၊ ပြုချေသော်၊ တော်နိုင်မည် မထင်ပါဘူးလေဟယ်
- ဘုရားကိုသတ်သကဲ့သို့၊ ကပ်ကမ္ဘာအနန္တတွင်၊ မလွတ်ရအမြဲ၊ အဝီစိအောက်ထပ်မှာ၊ ချိုးကပ်လို့စွဲရော့မယ်
- စိတ်နောက်ကိုယ်ပါ မပြုသာ၊ တိုင်းထွာဦးမှ ကောင်းမလေ"
4.3,ရေသည်ပြဇာတ်,ဥဒယမင်းကြီးကိုနှိုးပြီး တောင်းပန်ချိန်ကို ဇာတ်ဆင်းပိုင်းဟု ထင်ပါသလား။,ဇာတ်ဆင်းပိုင်းဟု ထင်ပါသည်။
4.3,ရေသည်ပြဇာတ်,ဇာတ်သိမ်းပိုင်းဇာတ်ကွက်က ဘာလဲ။,ဥဒယမင်းကြီးကို နှိုးပြီး တောင်းပန်ခန်း၊ အိမ်ရှေ့မင်းနှင့် အိမ်ရှေ့မိဖုရားတို့ တောထွက်ခန်း
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်မှာ ဇာတ်ဆောင်ဘယ်နှစ်ဦးပါသလဲ။,သုံးဦး
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောက်ျားနဲ့ ရေသည်မိန်းမကို ဘဝ ဘယ်နှစ်မျိုး ပုံဖော်ထားသလဲ။,ဘဝနှစ်မျိုး
4.3,ရေသည်ပြဇာတ်,ဇာတ်ဆောင်ဖန်တီးရာမှာ လူ့သဘာဝစရိုက် ဖော်ကျူးရတာဟာ ဘာအဓိက တွေ့ပါလဲ။,ဇာတ်ဆောင်၏ ကိုယ်၊ နှုတ်၊ စိတ်၊ အမူအရာ - ကံ ၃ ပါး အဓိက
4.3,ရေသည်ပြဇာတ်,တစ်ကိုယ်တည်းပြောစကားတွေ အပြန်အလှန်ပြောစကားတွေဟာ ဇာတ်ဆောင်ဖန်တီးမှုအတွက် အရေးပါသလား။,အရေးပါသည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောကျာ်းဟာ တည်ငြိမ်တဲ့ တသမတ်တည်းဖြစ်တဲ့ ဇာတ်ဆောင်ဟု ထင်ပါသလား။,တသမတ်တည်းဖြစ်တဲ့ ဇာတ်ဆောင်မဟုတ်ပါ။
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောကျာ်းနဲ့ ကောင်းတူဆိုးဘက် ခံစားတတ်တဲ့ ဇာတ်ဆောင်က ဘယ်သူလဲ။,ရေသည်မိန်းမ
4.3,ရေသည်ပြဇာတ်,ရေသည်မိန်းမကို တည်ငြိမ်တဲ့ဇာတ်ဆောင်ဟု ထင်ပါသလား။,တည်ငြိမ်တဲ့ဇာတ်ဆောင်ဟု ထင်ပါသည်။
4.3,ရေသည်ပြဇာတ်,ရှင်သန်လှုပ်ရှားပြောင်းလဲနေတဲ့ ဇာတ်ဆောင်က ဘယ်သူလဲ။,ရေသည်ယောက်ျား
4.3,ရေသည်ပြဇာတ်,ဥဒယမင်းကြီးဟာ တည်ငြိမ်တဲ့ဇာတ်ဆောင်လား။,တည်ငြိမ်တဲ့ဇာတ်ဆောင်ဖြစ်သည်။
4.3,ရေသည်ပြဇာတ်,ကာလဒေသနောက်ခံ ဖန်တီးမှုသည် ပြဇာတ်စာပေတွင် အရေးပါသလား။,အရေးပါသည်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်မှာ နောက်ခံဒေသတွေက ဘာတွေလဲ။,နေပြည်တော်၊ မြို့မြောက်မျက်နှာ၊ မြို့တောင်မျက်နှာ၊ နန်းတော်နှင့် ဥယျာဉ်တော်
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောက်ျား ပြေးလွှားနေတဲ့နေရာနောက်ခံကို ဖော်ပြတဲ့စကားတွေက ဘာတွေလဲ။,""" ငါဘုရင်သည် ဥကင်ညာမော် နန်းမြင့်ပေါ်က ရွေးတော်ယူပြင်၊ ရုံးရှေ့ခွင်သို့၊ မျက်ရှင်လျှံမောင်း၊ ရွှေမှန်ပြောင်းဖြင့် လမ်းကြောင်းတူရူ၊ ရှုစားတော်မူရာတွင် လူတစ်ယောက်ဟာ၊ အပူမစဲ၊ မီးလောက်ရဲတဲ့ သဲပြင်သာမှာ""
"
4.3,ရေသည်ပြဇာတ်,ရေသည်ပြဇာတ်မှာ အချိန်ကာလကို ဖော်ပြတဲ့ စကားတွေက ဘာတွေလဲ။,"ကိုးမျက်စုံမှန်ဝိုင်းလယ်က ရေသည်ကို နေမမြင့်ရအောင်၊ အိုးပင့်တော်မူလိုက်ပါစမ်း မောင်ကြီးရှင် (ရေသည်မိန်းမ နံနက်စောစော ရေရောင်းထွက်ချိန်)
လူတစ်ယောက်ဟာ အပူမစဲ၊ မီးလောက်ရဲတဲ့ သဲပြင်သာမှာ၊ နေဝါညီးညီး၊ မွန်းတည့်တုန်းနေ၊ အခိုးဝေတဲ့၊ နေပူကြီးမှာ (မွန်းတည့်ချိန်)"
4.3,ရေသည်ပြဇာတ်,ရေသည်မိန်းမရေရောင်းထွက်ချိန်ကို ဖော်ပြတဲ့ ဆိုင်းဆင့်ပတ်တိုက်စကားက ဘာလဲ။,ကိုးမျက်စုံ မှန်ဝိုင်းလယ်က၊ ရေသည်ကို နေမမြင့်ရအောင်၊ အိုးပင့်တော်မူလိုက်စမ်း မောင်ကြီးရှင့်။
4.3,ရေသည်ပြဇာတ်,ရေသည်ယောက်ျား ငွေလေးရွေးယူဖို့ ပြေးလွှားနေချိန်ကို ဖော်ပြတဲ့စကားက ဘယ်သူက ဘယ်သူ့ကို ပြောတာလဲ။,ဥဒယမင်းကြီးက အမတ်ကြီးများအား ပြောသည့်စကား
